x,y,z,player,worldName,worldTime
-95,66,7,23,world,6966368
-83,66,0,23,world,6966327
-81,67,2,23,world,6966465
-93,66,7,23,world,6966363
-72,66,-4,23,world,6966526
-95,67,7,23,world,6966369
-80,67,2,23,world,6966466
-48,66,-32,23,world,6966987
-42,65,-32,23,world,6967004
-18,64,-46,23,world,6967180
-1,65,-64,23,world,6967280
4,65,-95,23,world,6967396
-9,65,-56,23,world,6967245
-98,66,7,23,world,6966677
-76,66,1,23,world,6966850
-57,65,-27,23,world,6966957
-59,65,-24,23,world,6966947
-16,64,-48,23,world,6967214
2,66,-81,23,world,6967356
3,64,-89,23,world,6967378
-44,63,-132,23,world,6967706
2,67,-125,23,world,6967486
-28,65,-127,23,world,6967651
-46,63,-132,23,world,6967714
2,66,-126,23,world,6967489
-25,65,-128,23,world,6967617
-52,59,-134,23,world,6967742
7,66,-80,23,world,6968075
23,65,-59,23,world,6968149
48,71,-41,23,world,6968258
-16,66,-117,23,world,6967936
-48,63,-132,23,world,6967824
4,64,-93,23,world,6968033
18,64,-63,23,world,6968130
50,72,-41,23,world,6968267
39,66,-50,23,world,6968206
-48,62,-132,23,world,6967820
-19,65,-117,23,world,6967929
1,65,-99,23,world,6968015
11,66,-72,23,world,6968099
59,85,-28,23,world,6968966
54,70,-45,23,world,6969075
30,66,-57,23,world,6969163
7,66,-78,23,world,6969252
31,65,-57,23,world,6969158
4,66,-104,23,world,6969329
-1,63,-95,23,world,6969417
-12,65,-77,23,world,6969498
8,67,-76,23,world,6969246
4,65,-99,23,world,6969314
49,81,-34,23,world,6969021
50,68,-51,23,world,6969100
6,65,-82,23,world,6969266
-5,64,-107,23,world,6969373
49,83,-31,23,world,6968993
33,65,-56,23,world,6969154
16,65,-67,23,world,6969212
-1,65,-103,23,world,6969389
-54,65,-24,23,world,6969700
-83,68,46,23,world,6969922
-94,65,76,23,world,6970022
-99,62,102,23,world,6970111
-64,67,-5,23,world,6969762
-87,70,57,23,world,6969957
-91,65,69,23,world,6969999
-97,65,87,23,world,6970056
-59,65,-17,23,world,6969725
-99,62,119,23,world,6970155
-80,68,37,23,world,6969894
-30,64,-52,23,world,6969588
-50,66,-27,23,world,6969684
-100,62,131,23,world,6970185
-81,69,41,23,world,6969905
-99,62,114,23,world,6970143
-100,62,142,23,world,6970214
-58,62,270,23,world,6970552
-85,62,188,23,world,6970336
-92,62,170,23,world,6970288
-81,62,200,23,world,6970367
-53,62,284,23,world,6970589
-58,62,269,23,world,6970548
-45,62,307,23,world,6970649
-36,62,336,23,world,6970725
-29,62,453,23,world,6971021
-30,62,504,23,world,6971148
-29,62,367,23,world,6970806
-27,62,393,23,world,6970871
-30,62,513,23,world,6971170
-32,62,579,23,world,6971335
-29,62,363,23,world,6970795
-30,62,483,23,world,6971096
-32,62,562,23,world,6971295
-32,62,566,23,world,6971303
-32,62,601,23,world,6971387
