x,y,z,player,worldName,time
-83,67,-2,5,world,615262
-81,67,3,5,world,738102
-94,67,-8,5,world,738477
-82,67,4,5,world,738095
-89,67,-9,5,world,738346
-81,67,1,5,world,738111
-92,67,-11,5,world,738460
-83,67,3,5,world,738090
-92,67,-10,5,world,738461
-87,66,-7,5,world,3865851
-98,66,3,5,world,3866156
-81,66,1,5,world,3865802
-98,66,1,5,world,3866150
-74,67,30,5,world,3866296
-80,69,50,5,world,3866427
-93,68,48,5,world,3866486
-117,67,42,5,world,3866559
-98,66,-3,5,world,3866131
-84,66,20,5,world,3866248
-99,66,-5,5,world,3866119
-110,66,44,5,world,3866539
-75,67,28,5,world,3866288
-107,66,45,5,world,3866530
-154,64,24,5,world,3866802
-133,64,38,5,world,3866605
-149,64,21,5,world,3866822
-150,63,22,5,world,3866819
-124,64,8,5,world,3866917
-123,64,5,5,world,3866922
-140,65,-34,5,world,3867182
-154,64,-83,5,world,3867347
-123,61,-14,5,world,3867074
-137,65,-32,5,world,3867171
-147,64,-40,5,world,3867208
-157,64,-63,5,world,3867281
-151,63,-87,5,world,3867386
-156,65,-71,5,world,3867303
-153,63,-84,5,world,3867358
-155,63,-88,5,world,3867490
-153,63,-88,5,world,3867936
-144,64,-95,5,world,3868040
-154,79,-68,5,world,3868370
-154,65,-83,5,world,3868209
-125,83,-71,5,world,3868589
-125,83,-81,5,world,3868791
-126,74,-96,5,world,3868892
-149,64,-90,5,world,3868122
-154,78,-69,5,world,3868361
-134,83,-68,5,world,3868546
-125,84,-83,5,world,3868797
-134,84,-68,5,world,3868545
-126,76,-95,5,world,3868888
-146,62,-89,5,world,3869378
-160,63,-84,5,world,3869466
-189,68,-84,5,world,3870456
-180,68,-85,5,world,3869556
-185,69,-87,5,world,3869917
-181,64,-84,5,world,3871105
-202,69,-72,5,world,3872139
-201,70,-68,5,world,3872150
-186,69,-34,5,world,3872284
-185,63,-4,5,world,3872423
-187,70,-30,5,world,3872295
-183,63,12,5,world,3872515
-206,70,-80,5,world,3871879
-195,70,-56,5,world,3872193
-202,69,-71,5,world,3872142
-187,61,-11,5,world,3872382
-185,62,15,5,world,3872632
-186,62,-9,5,world,3872393
-179,62,13,5,world,3872845
-176,62,17,5,world,3873051
-182,63,8,5,world,3873261
-188,63,13,5,world,3873553
-189,63,4,5,world,3873630
-188,60,-10,5,world,3873768
-168,62,-23,5,world,3874039
-180,62,-25,5,world,3873904
-166,63,-23,5,world,3874053
-173,64,-30,5,world,3874121
-194,74,-35,5,world,3874295
-220,74,-38,5,world,3874514
-211,77,-31,5,world,3874353
-231,79,-53,5,world,3874604
-242,76,-65,5,world,3875210
-174,65,-33,5,world,3874122
-214,76,-27,5,world,3874372
-174,66,-35,5,world,3874150
-214,77,-27,5,world,3874371
-245,78,-73,5,world,3875239
-232,79,-52,5,world,3875142
-245,76,-74,5,world,3875244
-258,80,-85,5,world,3875357
-284,72,-87,5,world,3875508
-293,71,-88,5,world,3875907
-302,73,-97,5,world,3876009
-260,82,-88,5,world,3875377
-286,71,-86,5,world,3875522
-261,83,-89,5,world,3875386
-293,68,-88,5,world,3875755
-341,68,-105,5,world,3876344
-337,69,-103,5,world,3876309
-332,71,-100,5,world,3876250
-340,75,-103,5,world,3876467
-335,76,-109,5,world,3876519
-320,75,-99,5,world,3876200
-339,69,-106,5,world,3876325
-338,76,-104,5,world,3876497
-310,75,-100,5,world,3876718
-297,72,-80,5,world,3876792
-266,76,-47,5,world,3877016
-319,77,-106,5,world,3876670
-305,74,-88,5,world,3876760
-310,74,-96,5,world,3876730
-290,73,-76,5,world,3876817
-275,74,-58,5,world,3876968
-93,67,-2,5,world,3880104
-92,66,-3,5,world,3880101
-136,64,6,5,world,3880229
-182,63,4,5,world,3880412
-187,60,-16,5,world,3880623
-83,66,3,5,world,3880957
-138,63,6,5,world,3880235
-189,64,0,5,world,3880464
-180,62,-12,5,world,3880672
-130,64,6,5,world,3880210
-187,63,5,5,world,3880436
-125,65,5,5,world,3880196
-175,64,3,5,world,3880356
-195,63,-14,5,world,3880538
-181,63,-1,5,world,3880715
-180,63,-3,5,world,3880708
-98,66,5,5,world,3881002
-133,63,5,5,world,3881102
-166,63,1,5,world,3881219
-149,64,3,5,world,3881147
-182,60,5,5,world,3881282
-133,64,5,5,world,3881101
-123,65,6,5,world,3881073
-159,64,1,5,world,3881175
-189,64,0,5,world,3881523
-183,63,1,5,world,3881722
-193,63,-9,5,world,3882233
-194,60,-10,5,world,3882240
-195,61,-11,5,world,3882250
-217,75,-44,5,world,3882487
-184,63,6,5,world,3881589
-180,63,7,5,world,3881322
-189,64,2,5,world,3881569
-183,63,6,5,world,3881780
-189,64,-4,5,world,3881963
-195,61,-12,5,world,3882251
-218,74,-50,5,world,3882505
-226,74,-54,5,world,3882550
-257,78,-81,5,world,3882756
-300,71,-117,5,world,3882983
-302,81,-134,5,world,3883218
-229,72,-57,5,world,3882577
-265,81,-87,5,world,3882797
-293,73,-102,5,world,3882935
-306,74,-135,5,world,3883079
-324,77,-128,5,world,3883325
-253,74,-77,5,world,3882718
-290,71,-98,5,world,3882920
-307,75,-137,5,world,3883085
-322,78,-128,5,world,3883319
-253,74,-76,5,world,3882716
-283,73,-92,5,world,3882891
-308,80,-133,5,world,3883160
-326,77,-128,5,world,3883340
-337,74,-105,5,world,3883635
-329,73,-111,5,world,3883524
-340,66,-96,5,world,3883714
-337,75,-102,5,world,3883645
-325,76,-117,5,world,3883474
-337,71,-97,5,world,3883690
-366,64,-76,5,world,3883951
-347,65,-98,5,world,3883747
-364,68,-68,5,world,3883996
-375,79,-57,5,world,3884276
-360,62,-96,5,world,3883812
-365,73,-59,5,world,3884103
-345,66,-95,5,world,3883722
-366,62,-77,5,world,3883933
-377,82,-60,5,world,3884318
-370,78,-63,5,world,3960043
-353,64,-68,5,world,3960686
-338,70,-70,5,world,3960772
-331,71,-66,5,world,3960804
-289,76,-66,5,world,3960991
-306,74,-65,5,world,3960916
-344,65,-68,5,world,3960720
-289,75,-66,5,world,3960993
-318,74,-66,5,world,3960863
-279,73,-72,5,world,3961041
-231,71,-61,5,world,3961339
-217,74,-49,5,world,3961492
-193,72,-46,5,world,3961611
-238,73,-67,5,world,3961269
-205,72,-46,5,world,3961554
-178,64,-10,5,world,3961859
-178,63,12,5,world,3962023
-186,62,15,5,world,3962154
-180,63,5,5,world,3961955
-187,63,15,5,world,3962264
-188,62,9,5,world,3962419
-172,63,10,5,world,3962836
-185,62,15,5,world,3962297
-170,63,7,5,world,3962857
-184,63,13,5,world,3962571
-91,62,-57,5,world,3963466
-126,62,-22,5,world,3963343
-158,64,-2,5,world,3962990
-94,62,-52,5,world,3963452
-143,63,-11,5,world,3963283
-64,62,-107,5,world,3963609
-47,62,-136,5,world,3963693
-69,62,-96,5,world,3963579
-42,62,-140,5,world,3963782
-70,62,-95,5,world,3963575
-50,62,-131,5,world,3963678
-27,62,-153,5,world,3964007
6,62,-182,5,world,3964274
55,62,-206,5,world,3964417
5,62,-180,5,world,3964270
63,62,-209,5,world,3964478
91,62,-215,5,world,3964552
131,62,-215,5,world,3964653
188,62,-215,5,world,3964795
20,62,-189,5,world,3964312
86,62,-215,5,world,3964540
14,62,-186,5,world,3964295
84,62,-215,5,world,3964535
162,62,-215,5,world,3964730
128,62,-215,5,world,3964645
185,62,-215,5,world,3964787
247,62,-215,5,world,3964943
210,62,-215,5,world,3964850
287,62,-214,5,world,3965042
392,62,-214,5,world,3965305
281,62,-215,5,world,3965027
237,62,-215,5,world,3964917
310,62,-214,5,world,3965100
397,62,-217,5,world,3965319
390,62,-214,5,world,3965300
423,65,-223,5,world,3965542
401,62,-221,5,world,3965322
476,74,-243,5,world,3966164
468,75,-232,5,world,3966123
488,75,-256,5,world,3966218
545,75,-268,5,world,3966410
521,76,-270,5,world,3966339
419,61,-223,5,world,3965473
426,68,-226,5,world,3965660
419,62,-224,5,world,3965385
434,77,-224,5,world,3965868
473,76,-238,5,world,3966145
501,74,-267,5,world,3966274
453,74,-219,5,world,3966054
540,75,-268,5,world,3966398
543,74,-268,5,world,3966404
559,78,-259,5,world,3967524
582,77,-262,5,world,3967592
595,77,-270,5,world,3967636
605,77,-277,5,world,3968044
632,64,-319,5,world,3968282
623,62,-307,5,world,3968230
637,64,-324,5,world,3968303
624,63,-310,5,world,3968247
610,69,-284,5,world,3968126
618,64,-301,5,world,3968186
623,63,-309,5,world,3968242
649,63,-334,5,world,3968344
667,63,-352,5,world,3968416
639,65,-325,5,world,3968307
653,64,-338,5,world,3968362
676,63,-359,5,world,3968450
707,65,-391,5,world,3968575
698,68,-452,5,world,3968803
693,64,-466,5,world,3968919
705,64,-389,5,world,3968569
706,70,-425,5,world,3968718
695,66,-460,5,world,3968828
694,65,-464,5,world,3969188
691,64,-465,5,world,3969132
693,64,-468,5,world,3969206
686,67,-478,5,world,3969335
700,65,-465,5,world,3969563
710,70,-468,5,world,3969629
722,70,-471,5,world,3969899
701,67,-463,5,world,3969578
710,69,-469,5,world,3969639
688,64,-477,5,world,3969349
735,71,-457,5,world,3969985
737,70,-454,5,world,3969995
740,63,-452,5,world,3970018
700,65,-474,5,world,3969533
705,67,-464,5,world,3969592
705,69,-472,5,world,3969686
736,71,-456,5,world,3969989
741,54,-448,5,world,3970199
752,69,-472,5,world,3970632
751,71,-451,5,world,3970466
750,70,-477,5,world,3970614
772,69,-461,5,world,3971184
764,70,-444,5,world,3971262
744,69,-450,5,world,3970429
742,58,-448,5,world,3970253
743,67,-450,5,world,3970414
750,68,-476,5,world,3970619
757,71,-460,5,world,3970510
751,69,-474,5,world,3970627
762,69,-464,5,world,3970742
774,68,-462,5,world,3971175
764,69,-444,5,world,3971263
767,69,-429,5,world,3971674
744,63,-431,5,world,3971895
736,64,-426,5,world,3972016
740,64,-422,5,world,3972168
743,69,-445,5,world,3972263
741,64,-431,5,world,3971905
739,65,-424,5,world,3972112
742,60,-446,5,world,3972499
742,58,-446,5,world,3972488
743,63,-448,5,world,3972542
761,71,-440,5,world,3972871
743,62,-446,5,world,3972522
744,69,-445,5,world,3972755
744,69,-448,5,world,3972745
761,73,-439,5,world,3972986
744,67,-443,5,world,3973698
757,70,-443,5,world,3973634
733,49,-457,5,world,3974407
731,46,-453,5,world,3974431
733,48,-446,5,world,3975463
732,47,-448,5,world,3975441
735,48,-446,5,world,3976305
731,47,-448,5,world,3976691
735,48,-450,5,world,3976265
721,49,-445,5,world,3977151
728,47,-451,5,world,3977278
726,48,-458,5,world,3977320
715,49,-446,5,world,3977173
723,49,-445,5,world,3977146
723,48,-446,5,world,3977252
724,49,-457,5,world,3977432
740,50,-451,5,world,3977545
712,50,-452,5,world,3977389
735,50,-457,5,world,3977486
738,51,-450,5,world,3984046
736,48,-449,5,world,3984058
743,46,-441,5,world,3984859
740,51,-454,5,world,3977509
738,50,-450,5,world,3984049
739,52,-450,5,world,3984042
737,48,-443,5,world,3984147
735,48,-445,5,world,3984795
742,48,-441,5,world,3984830
743,47,-440,5,world,3984873
737,48,-441,5,world,3985282
750,44,-446,5,world,3985471
740,43,-467,5,world,3986884
747,46,-441,5,world,3986613
746,42,-461,5,world,3986825
737,44,-467,5,world,3987145
745,50,-437,5,world,3988420
740,44,-463,5,world,3987494
