block,x,y,z,player,worldName,time
OAK_LOG,-7,63,-27,3,world,702289
OAK_LOG,-191,66,39,3,world,753881
JUNGLE_LOG,-448,73,41,3,world,757929
GRASS,-324,70,0,3,world,760421
OAK_LOG,-315,72,-90,3,world,765613
DIRT,-641,69,-554,3,world,770434
STONE,-621,68,-548,3,world,771867
IRON_ORE,-643,61,-545,3,world,774733
IRON_ORE,-661,58,-513,3,world,780114
STONE,-655,57,-516,3,world,780674
COAL_ORE,-642,54,-510,3,world,787675
STONE,-634,52,-500,3,world,788281
STONE,-633,45,-493,3,world,788823
STONE,-624,45,-526,3,world,793060
IRON_ORE,-641,44,-533,3,world,795006
STONE,-652,39,-572,3,world,797299
STONE,-641,31,-570,3,world,798882
STONE,-641,30,-569,3,world,798952
STONE,-642,20,-569,3,world,799627
STONE,-641,21,-568,3,world,799543
STONE,-642,11,-571,3,world,800873
TUFF,-647,11,-579,3,world,802190
TUFF,-633,11,-579,3,world,802581
DEEPSLATE_REDSTONE_ORE,-629,11,-582,3,world,803302
DEEPSLATE,-616,11,-595,3,world,804828
DEEPSLATE,-611,11,-600,3,world,805334
DEEPSLATE,-612,11,-599,3,world,805292
DEEPSLATE,-612,11,-599,3,world,805187
STONE,-601,11,-610,3,world,821958
STONE,-606,11,-605,3,world,821286
GRAVEL,-596,11,-615,3,world,822810
DEEPSLATE_COAL_ORE,-593,11,-620,3,world,823412
DEEPSLATE,-593,11,-633,3,world,824894
STONE,-593,11,-640,3,world,825456
DEEPSLATE,-595,10,-634,3,world,825219
DEEPSLATE,-593,11,-650,3,world,826593
STONE,-593,11,-670,3,world,827386
DIORITE,-593,11,-660,3,world,827039
STONE,-593,11,-667,3,world,827274
DIORITE,-594,11,-677,3,world,828397
DEEPSLATE,-593,11,-689,3,world,828851
DEEPSLATE,-593,11,-702,3,world,830221
DEEPSLATE,-593,11,-716,3,world,832457
STONE,-593,11,-726,3,world,832890
DEEPSLATE_IRON_ORE,-593,11,-730,3,world,833174
OAK_LEAVES,-632,78,-783,3,world,837053
COCOA,-616,78,-795,3,world,841360
MELON,-736,72,-722,3,world,847155
MELON,-1256,63,-576,3,world,4085071
GRASS,-2175,64,-781,3,world,4549882
OAK_LEAVES,-2069,68,-694,3,world,4557728
FURNACE,-2060,63,-902,3,world,4567176
OAK_LOG,-2075,67,-862,3,world,4588567
OAK_LOG,-2065,68,-855,3,world,4588906
DIRT,-215,72,2,3,world,5483986
COBBLESTONE,-226,63,-4,3,world,5484410
COBBLESTONE,-202,63,-4,3,world,5484719
COBBLESTONE,-204,63,-4,3,world,5484671
COBBLESTONE,-210,63,-3,3,world,5484596
COBBLESTONE,-207,63,-3,3,world,5484619
COBBLESTONE,-152,77,0,3,world,5485181
COBBLESTONE,-152,71,-1,3,world,5485204
