x,y,z,player,worldName,worldTime
-81,66,2,35,world,21313411
-73,66,-3,35,world,21313745
-73,67,28,35,world,21313916
-81,68,40,35,world,21313991
-87,69,43,35,world,21314014
-104,66,46,35,world,21314064
-112,66,47,35,world,21314087
-119,66,47,35,world,21314107
-125,64,51,35,world,21314140
-134,68,53,35,world,21314181
-150,66,54,35,world,21314230
-155,65,43,35,world,21314265
-162,64,32,35,world,21314303
-163,63,23,35,world,21314332
-160,64,5,35,world,21314387
-164,63,1,35,world,21314407
-170,63,3,35,world,21314427
-177,64,3,35,world,21314446
-191,63,2,35,world,21314486
-206,64,2,35,world,21314530
-216,63,2,35,world,21314558
-249,67,1,35,world,21314681
-256,68,9,35,world,21314743
-259,68,20,35,world,21314785
-258,66,36,35,world,21314839
-252,67,53,35,world,21315053
-255,68,63,35,world,21315101
-264,65,72,35,world,21315167
-271,64,79,35,world,21315214
-289,64,84,35,world,21318036
-289,64,83,35,world,21318133
-288,63,81,35,world,21318383
-293,68,87,35,world,21319043
-292,63,83,35,world,21319774
-283,63,78,35,world,21319814
-278,62,75,35,world,21319852
-274,60,71,35,world,21319906
-274,62,68,35,world,21319936
-276,58,72,35,world,21319971
-294,62,74,35,world,21320273
-304,63,82,35,world,21320349
-331,71,88,35,world,21320535
-329,72,98,35,world,21320580
-341,73,114,35,world,21320670
-347,73,115,35,world,21320695
-354,76,117,35,world,21320726
-361,79,121,35,world,21320775
-367,79,129,35,world,21320813
-388,75,128,35,world,21320903
-399,79,130,35,world,21320972
-406,73,132,35,world,21321165
-414,73,132,35,world,21321248
-425,69,135,35,world,21321304
-436,64,138,35,world,21321385
-434,64,137,35,world,21321454
-439,64,139,35,world,21321527
-439,64,138,35,world,21321661
-443,65,143,35,world,21322300
-444,65,148,35,world,21322325
-443,67,160,35,world,21322369
-443,66,159,35,world,21322438
-438,64,139,35,world,21323446
-431,66,136,35,world,21323493
-421,70,135,35,world,21323559
-432,77,143,35,world,21323660
-445,78,148,35,world,21323723
-444,80,158,35,world,21323776
-453,77,162,35,world,21323845
-464,75,164,35,world,21323891
-476,68,163,35,world,21323941
-488,62,161,35,world,21324046
-493,67,172,35,world,21324135
-498,71,183,35,world,21324189
-502,71,192,35,world,21324219
-508,70,199,35,world,21324251
-514,70,209,35,world,21324284
-523,68,215,35,world,21324317
-533,70,222,35,world,21324353
-535,71,232,35,world,21324392
-542,72,241,35,world,21324423
-551,72,250,35,world,21324461
-561,72,257,35,world,21324496
-570,69,264,35,world,21324530
-568,73,276,35,world,21324577
-562,71,283,35,world,21324623
-560,72,285,35,world,21324690
-589,74,287,35,world,21324847
-590,71,277,35,world,21324880
-590,70,267,35,world,21324907
-592,71,257,35,world,21324937
-589,72,249,35,world,21324962
-592,69,230,35,world,21325033
-596,71,219,35,world,21325070
-602,70,209,35,world,21325104
-605,71,196,35,world,21325144
-602,66,188,35,world,21325175
-596,65,183,35,world,21325204
-589,65,178,35,world,21325240
-595,64,166,35,world,21325486
-601,63,163,35,world,21325516
-612,64,167,35,world,21325551
-620,63,171,35,world,21325581
-637,71,175,35,world,21325758
-635,72,182,35,world,21325790
-640,65,196,35,world,21325847
-650,63,202,35,world,21325893
-672,72,264,35,world,21326276
-697,64,294,35,world,21326468
-719,64,310,35,world,21326662
-730,67,314,35,world,21326722
-742,70,319,35,world,21326817
-751,69,320,35,world,21326897
-746,72,322,35,world,21326990
-747,72,332,35,world,21327064
-754,72,341,35,world,21327152
-761,68,351,35,world,21327217
-764,68,358,35,world,21327286
-763,71,354,35,world,21327479
-758,71,361,35,world,21327812
-765,71,355,35,world,21328612
-766,71,358,35,world,21328957
-765,71,355,35,world,21329500
-765,64,357,35,world,21330661
-765,64,356,35,world,21330799
-757,64,358,35,world,21330872
-760,65,360,35,world,21330958
-761,67,360,35,world,21330987
-772,63,356,35,world,21331080
-786,64,346,35,world,21331153
-795,65,345,35,world,21331189
-820,68,345,35,world,21331290
-834,66,347,35,world,21331346
-850,69,345,35,world,21331423
-864,66,339,35,world,21331476
-875,67,337,35,world,21331521
-886,72,331,35,world,21331577
-898,72,325,35,world,21331642
-921,73,330,35,world,21331781
-934,74,327,35,world,21331853
-941,71,323,35,world,21331890
-946,73,324,35,world,21331914
-974,75,329,35,world,21332009
-982,77,331,35,world,21332035
-996,77,334,35,world,21332085
-1008,76,340,35,world,21332133
-1016,72,344,35,world,21332227
-1025,69,345,35,world,21332281
-1037,71,347,35,world,21332335
-1045,74,351,35,world,21332379
-1050,62,354,35,world,21332425
-1061,65,365,35,world,21332492
-1066,64,367,35,world,21332509
-1073,64,369,35,world,21332538
-1075,64,376,35,world,21332562
-1089,64,376,35,world,21332701
-1097,67,378,35,world,21332732
-1103,66,380,35,world,21332752
-1106,68,384,35,world,21332771
-1107,69,394,35,world,21332820
-1111,73,411,35,world,21332914
-1118,73,412,35,world,21332941
-1131,72,418,35,world,21333038
-1133,67,417,35,world,21333060
-85,66,4,35,world,21333180
-99,66,10,35,world,21333225
-105,64,13,35,world,21333245
-126,64,25,35,world,21333312
-142,63,26,35,world,21333375
-149,64,21,35,world,21333401
-153,63,17,35,world,21333418
-157,63,11,35,world,21333440
-165,64,2,35,world,21333481
-178,64,0,35,world,21333523
-186,63,1,35,world,21333543
-191,63,1,35,world,21333560
-206,63,2,35,world,21333604
-215,63,2,35,world,21333628
-221,63,4,35,world,21333648
-235,64,7,35,world,21333690
-252,67,6,35,world,21333756
-275,65,26,35,world,21333861
-280,60,31,35,world,21333918
-284,64,39,35,world,21333966
-283,66,44,35,world,21333990
-301,63,72,35,world,21334134
-303,64,75,35,world,21334152
-306,66,79,35,world,21334173
-312,65,84,35,world,21334197
-315,65,91,35,world,21334219
-320,64,103,35,world,21334257
-330,72,109,35,world,21334344
-367,75,117,35,world,21334497
-373,76,115,35,world,21334519
-381,77,114,35,world,21334542
-387,75,115,35,world,21334568
-394,77,114,35,world,21334591
-402,76,114,35,world,21334631
-411,80,115,35,world,21334681
-420,81,114,35,world,21334722
-429,77,112,35,world,21334767
-438,74,117,35,world,21334816
-443,73,128,35,world,21334873
