x,y,z,player,worldName,worldTime
-77,67,2,13,world,2346347
-72,66,17,13,world,2346523
-67,66,12,13,world,2346488
-62,66,22,13,world,2346688
-34,73,37,13,world,2346952
-58,71,27,13,world,2347086
-75,66,25,13,world,2347143
-101,66,38,13,world,2347248
-102,67,46,13,world,2347270
-97,66,44,13,world,2347347
-74,66,3,13,world,2346356
-92,66,29,13,world,2347203
-42,73,36,13,world,2347012
-62,67,26,13,world,2347104
-95,66,44,13,world,2347371
-96,65,31,13,world,2347219
-93,67,42,13,world,2347388
-85,67,32,13,world,2347449
-79,67,-2,13,world,2347890
-80,67,5,13,world,2347544
-75,66,-7,13,world,2347911
-88,66,-7,13,world,2348004
-90,67,-6,13,world,2348010
-82,67,23,13,world,2347482
-81,66,17,13,world,2347502
-74,67,-9,13,world,2347918
-75,67,-15,13,world,2347958
-91,66,-5,13,world,2348015
-123,64,6,13,world,2348168
-157,63,3,13,world,2348272
-135,63,4,13,world,2348203
-171,63,5,13,world,2348432
-110,64,9,13,world,2348131
-163,64,0,13,world,2348296
-124,64,6,13,world,2348169
-144,63,4,13,world,2348229
-194,63,-7,13,world,2348557
-189,64,2,13,world,2348528
-221,67,26,13,world,2349185
-198,61,-1,13,world,2348849
-210,62,13,13,world,2348945
-197,60,-2,13,world,2348840
-209,62,12,13,world,2348937
-219,65,21,13,world,2349008
-227,72,41,13,world,2349247
-212,64,20,13,world,2349391
-205,59,13,13,world,2349438
-176,63,6,13,world,2349607
-177,64,5,13,world,2349602
-225,69,34,13,world,2349212
-218,67,26,13,world,2349359
-198,62,11,13,world,2349478
-223,70,38,13,world,2349310
-181,63,-2,13,world,2350167
-179,64,-12,13,world,2350202
-153,65,-17,13,world,2350451
-171,64,-18,13,world,2350246
-168,63,1,13,world,2350884
-182,63,6,13,world,2349962
-145,65,-9,13,world,2350487
-152,65,-6,13,world,2350809
-205,60,0,13,world,2351113
-183,63,10,13,world,2351817
-187,63,9,13,world,2351359
-199,58,0,13,world,2351082
-177,63,11,13,world,2351684
-178,63,10,13,world,2351761
-207,62,6,13,world,2351207
-188,63,10,13,world,2351352
-190,62,16,13,world,2351953
-192,66,43,13,world,2352145
-190,62,18,13,world,2351965
-192,66,42,13,world,2352143
-195,63,34,13,world,2352115
-206,63,68,13,world,2352348
-218,57,82,13,world,2352492
-226,63,89,13,world,2352600
-213,57,80,13,world,2352461
-210,56,90,13,world,2352742
-184,54,93,13,world,2352901
-163,62,90,13,world,2353044
-217,59,87,13,world,2352715
-160,66,64,13,world,2353222
-150,65,41,13,world,2353305
-203,64,64,13,world,2352314
-227,64,91,13,world,2352622
-163,62,91,13,world,2353043
-198,66,53,13,world,2352206
-148,63,33,13,world,2353328
-181,55,93,13,world,2352906
-164,65,72,13,world,2353196
-146,63,22,13,world,2353363
-173,64,2,13,world,2353548
-181,63,0,13,world,2353857
-187,64,2,13,world,2354065
-180,64,10,13,world,2353671
-190,63,0,13,world,2354041
-178,63,14,13,world,2354328
-174,62,12,13,world,2354518
-148,64,2,13,world,2353428
-175,63,7,13,world,2355052
-174,63,7,13,world,2355055
-157,64,-20,13,world,2355236
-171,63,-17,13,world,2355564
-163,64,-3,13,world,2355106
-172,62,-16,13,world,2355718
-163,65,-18,13,world,2355179
-165,64,-22,13,world,2355792
-162,65,-24,13,world,2355801
-129,63,7,13,world,2355941
-107,66,43,13,world,2356090
-83,70,63,13,world,2356228
-108,66,35,13,world,2356065
-71,65,67,13,world,2356320
-35,65,51,13,world,2356443
-12,64,65,13,world,2356537
-66,64,63,13,world,2356340
-43,65,57,13,world,2356415
-13,65,64,13,world,2356532
-128,63,8,13,world,2355943
-106,67,44,13,world,2356094
-107,66,41,13,world,2356085
-75,62,71,13,world,2356276
-40,64,54,13,world,2356425
-55,64,62,13,world,2356372
-17,65,55,13,world,2356500
8,59,73,13,world,2356926
1,70,68,13,world,2356726
8,58,76,13,world,2356935
8,57,78,13,world,2357150
15,56,87,13,world,2357543
15,60,100,13,world,2357617
18,58,94,13,world,2357711
10,54,79,13,world,2357903
9,56,77,13,world,2357284
15,60,100,13,world,2357685
10,56,81,13,world,2357767
19,57,94,13,world,2357591
10,56,80,13,world,2357768
8,52,79,13,world,2358070
10,51,79,13,world,2358122
10,50,78,13,world,2358206
10,43,79,13,world,2358642
10,34,79,13,world,2359290
9,49,78,13,world,2358239
13,27,80,13,world,2359966
14,27,80,13,world,2360051
15,27,80,13,world,2360790
19,25,76,13,world,2361261
22,25,75,13,world,2361724
19,27,80,13,world,2361017
23,23,81,13,world,2361806
30,23,95,13,world,2362014
22,23,79,13,world,2362422
25,22,83,13,world,2362314
24,26,79,13,world,2362602
25,29,79,13,world,2362952
33,22,98,13,world,2362028
36,22,103,13,world,2362091
23,26,79,13,world,2362474
18,32,74,13,world,2363395
9,37,67,13,world,2363739
8,37,67,13,world,2363978
19,31,76,13,world,2363267
22,31,77,13,world,2363181
16,34,71,13,world,2364418
12,38,72,13,world,2364647
9,37,67,13,world,2364345
15,40,71,13,world,2365296
23,34,77,13,world,2366120
22,34,77,13,world,2367469
21,34,74,13,world,2368193
10,37,68,13,world,2368864
18,32,73,13,world,2369051
17,33,72,13,world,2369036
22,31,76,13,world,2369110
22,34,77,13,world,2369456
23,34,77,13,world,2370856
23,34,78,13,world,2370873
20,22,76,13,world,2372384
20,22,78,13,world,2372589
19,27,78,13,world,2372677
27,22,85,13,world,2373798
20,22,78,13,world,2372830
24,23,82,13,world,2373784
25,20,84,13,world,2373860
55,14,121,13,world,2374416
57,13,121,13,world,2374691
23,19,84,13,world,2373893
22,21,83,13,world,2373979
36,22,102,13,world,2374083
47,18,121,13,world,2374366
60,11,117,13,world,2375993
59,12,120,13,world,2375061
59,8,118,13,world,2375786
61,11,96,13,world,2377247
59,12,96,13,world,2377364
59,11,96,13,world,2377635
59,11,81,13,world,2378191
59,11,89,13,world,2377849
59,11,96,13,world,2377510
48,13,66,13,world,2378976
50,12,73,13,world,2378899
48,11,77,13,world,2379037
40,11,72,13,world,2379125
36,11,75,13,world,2379415
35,11,77,13,world,2380592
45,13,65,13,world,2382046
43,12,68,13,world,2382028
36,10,78,13,world,2381573
37,11,74,13,world,2381842
40,11,72,13,world,2381992
48,11,58,13,world,2382146
44,13,58,13,world,2382206
35,11,51,13,world,2382812
43,13,57,13,world,2382207
19,12,37,13,world,2384377
12,11,45,13,world,2384518
17,12,43,13,world,2384490
14,12,44,13,world,2384505
7,11,52,13,world,2385044
8,16,57,13,world,2384713
2,12,56,13,world,2385479
-3,13,62,13,world,2385559
-19,13,63,13,world,2385969
-9,17,47,13,world,2386225
-18,14,66,13,world,2385918
-17,13,61,13,world,2386009
-5,17,44,13,world,2386249
-27,13,32,13,world,2386570
-21,12,24,13,world,2387212
-29,13,28,13,world,2387336
-25,17,37,13,world,2387547
-30,13,29,13,world,2387935
-36,15,29,13,world,2388006
-42,13,36,13,world,2388086
-25,16,36,13,world,2387551
-23,13,37,13,world,2387690
-27,12,28,13,world,2387893
-41,13,36,13,world,2388089
-39,12,38,13,world,2388377
-39,13,30,13,world,2388423
-38,13,30,13,world,2388426
-28,11,17,13,world,2388725
-34,12,22,13,world,2388889
-42,15,23,13,world,2389001
-44,14,24,13,world,2389207
-34,15,30,13,world,2389274
-32,12,19,13,world,2388668
-43,14,24,13,world,2388997
-42,13,33,13,world,2388940
-42,14,20,13,world,2389009
-21,13,35,13,world,2389359
6,17,37,13,world,2390127
12,16,40,13,world,2390422
10,17,42,13,world,2390191
12,17,43,13,world,2390225
17,14,35,13,world,2390468
28,11,34,13,world,2390655
26,11,37,13,world,2390760
32,11,37,13,world,2390959
40,12,22,13,world,2391547
43,13,25,13,world,2391318
40,13,22,13,world,2391427
55,11,28,13,world,2392716
63,11,28,13,world,2393059
61,11,6,13,world,2395152
58,11,23,13,world,2395716
56,11,7,13,world,2396390
55,11,9,13,world,2396524
55,11,14,13,world,2396699
55,11,26,13,world,2397293
55,11,27,13,world,2397309
52,11,23,13,world,2397596
52,11,5,13,world,2398183
52,11,-1,13,world,2398367
52,11,17,13,world,2397806
52,11,9,13,world,2398040
52,11,-21,13,world,2399296
43,11,-33,13,world,2400146
42,11,-33,13,world,2400203
42,11,-34,13,world,2399812
43,9,-33,13,world,2400060
46,14,-38,13,world,2400568
47,13,-36,13,world,2400329
54,12,-35,13,world,2400435
48,13,-35,13,world,2400557
41,15,-40,13,world,2400765
49,13,-34,13,world,2400345
49,12,-33,13,world,2401220
51,12,-32,13,world,2401203
38,15,-41,13,world,2401334
50,12,-33,13,world,2401205
29,18,-43,13,world,2401471
38,16,-44,13,world,2401580
32,18,-53,13,world,2401532
50,12,-32,13,world,2401668
52,11,15,13,world,2401953
48,13,-35,13,world,2401633
52,11,-1,13,world,2401895
61,11,16,13,world,2402143
61,11,17,13,world,2402121
42,13,21,13,world,2402951
40,12,15,13,world,2403071
43,12,27,13,world,2403178
61,11,27,13,world,2402698
43,12,26,13,world,2402856
61,11,10,13,world,2403740
50,11,28,13,world,2402771
61,11,8,13,world,2402606
43,13,25,13,world,2402862
43,13,26,13,world,2403172
49,11,28,13,world,2403430
61,11,27,13,world,2403686
56,14,-14,13,world,2405918
56,14,-13,13,world,2405920
59,11,-10,13,world,2405967
55,12,-31,13,world,2408522
61,11,-33,13,world,2408324
45,13,-34,13,world,2408777
38,15,-43,13,world,2408946
38,15,-43,13,world,2409058
32,19,-48,13,world,2409229
44,12,-34,13,world,2408724
38,15,-42,13,world,2408950
38,15,-42,13,world,2408858
37,15,-43,13,world,2408995
36,16,-43,13,world,2409073
32,18,-57,13,world,2409508
33,18,-55,13,world,2409527
43,14,-38,13,world,2409855
41,12,-28,13,world,2410045
33,18,-45,13,world,2410190
32,18,-45,13,world,2410195
30,17,-38,13,world,2410309
38,15,-42,13,world,2409806
53,12,-32,13,world,2409910
46,14,-36,13,world,2410104
40,14,-41,13,world,2409827
14,11,-9,13,world,2410752
-1,14,2,13,world,2410907
11,12,-7,13,world,2410809
2,13,1,13,world,2411066
1,13,-2,13,world,2411439
-1,13,-8,13,world,2412905
1,13,-6,13,world,2412774
1,14,-3,13,world,2412766
0,13,-9,13,world,2413012
1,13,-3,13,world,2413345
1,13,-4,13,world,2413075
4,13,-4,13,world,2413542
9,13,-5,13,world,2413596
15,12,-19,13,world,2413819
24,14,-31,13,world,2413905
38,13,-37,13,world,2414066
51,13,-32,13,world,2414529
49,13,-33,13,world,2414520
5,13,-4,13,world,2413556
4,13,-4,13,world,2413534
13,12,-5,13,world,2413727
34,13,-37,13,world,2414035
33,18,-52,13,world,2414377
46,13,-35,13,world,2414648
53,12,-27,13,world,2415149
58,11,-27,13,world,2415276
60,11,-27,13,world,2415285
61,11,-25,13,world,2415348
58,10,-33,13,world,2415422
37,14,-36,13,world,2415766
28,11,-38,13,world,2416201
14,11,-10,13,world,2416446
14,11,-11,13,world,2416439
1,13,-2,13,world,2416512
8,13,-5,13,world,2416471
2,13,-4,13,world,2417768
0,13,-8,13,world,2417055
2,13,-5,13,world,2417356
-6,16,-6,13,world,2417579
-3,15,-8,13,world,2417720
7,13,-6,13,world,2417948
9,23,19,13,world,2418407
14,20,14,13,world,2418383
3,19,31,13,world,2418973
15,15,33,13,world,2419139
31,11,35,13,world,2419315
17,14,36,13,world,2419249
27,12,33,13,world,2419292
43,11,33,13,world,2419623
61,11,-33,13,world,2420434
36,17,-44,13,world,2420587
47,13,-36,13,world,2420516
59,11,28,13,world,2419758
61,11,6,13,world,2419887
40,12,37,13,world,2419521
61,11,15,13,world,2419822
61,11,-13,13,world,2420342
33,18,-56,13,world,2420645
31,18,-59,13,world,2420954
44,17,-75,13,world,2421186
32,18,-51,13,world,2420606
43,18,-71,13,world,2421150
47,16,-87,13,world,2421405
32,19,-62,13,world,2420742
33,17,-63,13,world,2421081
46,16,-84,13,world,2421241
57,19,-108,13,world,2421968
57,15,-109,13,world,2421977
57,12,-109,13,world,2422364
56,12,-109,13,world,2422558
69,11,-110,13,world,2421845
70,11,-110,13,world,2421806
59,16,-98,13,world,2422798
60,15,-95,13,world,2422827
61,15,-93,13,world,2422937
58,17,-105,13,world,2422743
107,15,-93,13,world,2423181
121,16,-100,13,world,2423277
116,11,-95,13,world,2423351
117,13,-99,13,world,2423254
107,15,-92,13,world,2423406
96,18,-93,13,world,2423465
98,19,-93,13,world,2423459
81,16,-91,13,world,2423547
65,11,-74,13,world,2424175
83,17,-92,13,world,2423534
97,18,-93,13,world,2423464
72,16,-85,13,world,2423614
71,12,-81,13,world,2423642
66,14,-79,13,world,2423790
65,11,-62,13,world,2424633
65,11,-66,13,world,2424528
66,14,-78,13,world,2425101
46,18,-77,13,world,2425347
67,14,-78,13,world,2425104
55,24,-67,13,world,2425685
62,24,-67,13,world,2425719
36,19,-65,13,world,2425967
39,15,-41,13,world,2426144
61,11,5,13,world,2426582
59,11,-33,13,world,2426266
61,11,-17,13,world,2426489
33,17,-46,13,world,2426113
61,11,-20,13,world,2426395
61,11,15,13,world,2428532
61,11,25,13,world,2428568
60,12,23,13,world,2428934
60,65,23,13,world,2431311
60,54,23,13,world,2430940
60,69,23,13,world,2431497
84,74,10,13,world,2431977
108,64,10,13,world,2432143
71,77,32,13,world,2431808
80,74,26,13,world,2431908
85,75,8,13,world,2431983
100,65,5,13,world,2432100
60,74,23,13,world,2431703
132,67,22,13,world,2432359
87,74,7,13,world,2431992
106,64,6,13,world,2432123
137,71,33,13,world,2432396
128,65,19,13,world,2432332
140,70,35,13,world,2432418
148,71,32,13,world,2433005
145,70,27,13,world,2433677
148,68,24,13,world,2433641
143,70,28,13,world,2433752
147,70,29,13,world,2433619
146,70,30,13,world,2433954
142,71,30,13,world,2434402
149,70,30,13,world,2434111
146,72,33,13,world,2434447
143,70,29,13,world,2434856
142,71,32,13,world,2434479
145,70,31,13,world,2435357
138,70,33,13,world,2435608
143,70,37,13,world,2435801
133,71,38,13,world,2435400
139,70,35,13,world,2435594
139,70,32,13,world,2435725
147,70,32,13,world,2436452
127,71,39,13,world,2436674
147,70,31,13,world,2436505
123,65,37,13,world,2437164
110,63,40,13,world,2437122
147,71,31,13,world,2436507
131,70,36,13,world,2436658
107,63,38,13,world,2436952
