x,y,z,player,worldName,worldTime
-81,66,-1,20,world,5193340
-81,66,12,20,world,5195858
-77,70,53,20,world,5196033
-29,64,52,20,world,5196237
-82,66,17,20,world,5195878
-42,66,51,20,world,5196188
-7,69,91,20,world,5196643
-45,67,52,20,world,5196174
-8,66,86,20,world,5196615
-79,69,50,20,world,5195989
-24,64,52,20,world,5196257
-8,67,87,20,world,5196620
13,66,108,20,world,5197569
33,73,112,20,world,5197819
3,67,101,20,world,5197129
12,65,109,20,world,5197556
3,67,101,20,world,5197188
29,70,115,20,world,5197760
5,68,104,20,world,5197221
35,74,111,20,world,5197849
31,83,104,20,world,5198138
35,84,101,20,world,5198706
30,82,104,20,world,5198545
37,78,107,20,world,5198007
30,82,103,20,world,5198541
33,83,101,20,world,5198119
27,81,105,20,world,5198560
38,85,103,20,world,5200080
38,85,104,20,world,5199805
39,85,103,20,world,5199912
37,84,105,20,world,5200663
38,85,104,20,world,5200842
37,85,103,20,world,5201130
37,85,103,20,world,5201168
39,85,105,20,world,5202143
39,80,104,20,world,5203224
47,75,96,20,world,5203466
65,61,74,20,world,5203686
53,70,95,20,world,5203506
57,62,58,20,world,5203901
59,65,94,20,world,5203542
56,62,58,20,world,5203904
60,60,87,20,world,5203597
61,71,46,20,world,5204025
63,72,45,20,world,5204066
66,71,43,20,world,5205818
67,71,41,20,world,5206077
66,70,38,20,world,5206749
66,66,35,20,world,5207426
67,70,40,20,world,5207739
99,66,50,20,world,5208239
101,64,60,20,world,5208568
77,68,43,20,world,5207896
95,66,49,20,world,5208191
97,64,62,20,world,5208584
80,69,38,20,world,5207945
93,65,44,20,world,5208325
91,64,63,20,world,5208609
79,68,41,20,world,5207906
95,65,46,20,world,5208264
103,64,60,20,world,5208562
83,63,56,20,world,5208874
66,65,35,20,world,5209627
90,64,65,20,world,5208835
67,69,38,20,world,5209136
90,64,66,20,world,5208784
64,71,47,20,world,5209073
67,68,38,20,world,5209873
65,68,49,20,world,5209033
66,71,42,20,world,5209748
96,64,59,20,world,5210393
177,62,80,20,world,5210648
223,67,89,20,world,5210919
261,71,95,20,world,5211109
133,62,70,20,world,5210534
183,62,81,20,world,5210663
234,71,89,20,world,5210961
97,64,59,20,world,5210395
142,62,74,20,world,5210559
194,62,84,20,world,5210691
245,72,92,20,world,5211049
90,65,48,20,world,5210349
125,62,66,20,world,5210509
220,65,88,20,world,5210897
267,70,98,20,world,5211136
314,69,136,20,world,5211414
334,66,139,20,world,5211665
272,69,110,20,world,5211186
311,69,136,20,world,5211406
334,64,133,20,world,5212158
288,69,126,20,world,5211293
336,64,128,20,world,5211516
330,66,141,20,world,5211701
303,69,135,20,world,5211373
334,65,135,20,world,5211645
358,69,125,20,world,5212528
382,62,112,20,world,5212878
-58,70,38,20,world,5213382
357,68,125,20,world,5212520
377,60,108,20,world,5212905
-52,68,46,20,world,5213415
344,64,137,20,world,5212336
381,70,119,20,world,5212628
-81,66,2,20,world,5212968
-55,69,43,20,world,5213400
346,63,136,20,world,5212422
384,71,118,20,world,5212639
-77,66,-1,20,world,5213208
-48,68,48,20,world,5213431
-8,66,85,20,world,5213680
4,68,105,20,world,5214136
41,68,116,20,world,5214302
-5,69,89,20,world,5213717
23,69,115,20,world,5214238
65,64,105,20,world,5214382
68,64,101,20,world,5214399
-15,63,76,20,world,5213637
3,67,104,20,world,5213797
66,64,105,20,world,5214382
91,64,67,20,world,5214542
-16,63,74,20,world,5213631
5,66,112,20,world,5214163
69,64,100,20,world,5214401
92,64,63,20,world,5214556
141,62,66,20,world,5214945
210,62,45,20,world,5215127
271,62,57,20,world,5215300
109,65,60,20,world,5214800
176,62,52,20,world,5215039
255,62,41,20,world,5215242
305,62,86,20,world,5215413
331,62,114,20,world,5215582
378,61,111,20,world,5215825
331,63,114,20,world,5215577
374,71,121,20,world,5215742
101,67,57,20,world,5214772
150,62,62,20,world,5214969
206,62,46,20,world,5215116
93,66,50,20,world,5214736
153,62,61,20,world,5214977
219,62,44,20,world,5215149
284,62,67,20,world,5215342
294,62,75,20,world,5215374
343,64,117,20,world,5215630
378,64,113,20,world,5215809
320,64,102,20,world,5215480
347,65,118,20,world,5215643
378,61,110,20,world,5215828
387,53,93,20,world,5216230
374,51,77,20,world,5216886
382,51,87,20,world,5216376
375,50,80,20,world,5216941
386,52,91,20,world,5216237
372,52,73,20,world,5216758
375,50,80,20,world,5217111
374,51,77,20,world,5216738
376,50,80,20,world,5217040
377,50,81,20,world,5217234
378,51,82,20,world,5217227
378,51,83,20,world,5217226
377,51,82,20,world,5217229
369,51,63,20,world,5218783
396,48,77,20,world,5219054
401,48,69,20,world,5219408
374,52,75,20,world,5218827
400,48,60,20,world,5219247
394,49,80,20,world,5219460
373,52,75,20,world,5218826
399,47,55,20,world,5219267
369,49,61,20,world,5218557
396,47,76,20,world,5219059
390,50,83,20,world,5219472
406,48,91,20,world,5220277
387,51,92,20,world,5220027
382,51,87,20,world,5219889
406,47,91,20,world,5220413
388,52,94,20,world,5220038
388,52,94,20,world,5220735
410,63,122,20,world,5221272
384,51,88,20,world,5221597
405,56,109,20,world,5221058
405,56,109,20,world,5221344
386,51,92,20,world,5220857
415,65,128,20,world,5221217
382,51,90,20,world,5221608
405,56,112,20,world,5221074
405,59,114,20,world,5221318
379,51,90,20,world,5221628
