x,y,z,player,worldName,worldTime
-86,67,-2,27,world,15603135
-98,66,3,27,world,15603174
-108,65,11,27,world,15603219
-118,65,19,27,world,15603256
-128,64,23,27,world,15603290
-140,64,17,27,world,15603333
-148,64,7,27,world,15603377
-159,64,-2,27,world,15603420
-170,67,-11,27,world,15603501
-178,64,-14,27,world,15603565
-187,61,-13,27,world,15603623
-197,60,-6,27,world,15603761
-201,59,2,27,world,15603925
-203,59,2,27,world,15604066
-203,59,4,27,world,15604146
-209,63,10,27,world,15604226
-217,63,3,27,world,15604247
-219,63,-7,27,world,15604311
-224,64,-20,27,world,15604355
-227,72,-32,27,world,15604430
-223,74,-44,27,world,15604472
-213,74,-50,27,world,15604525
-204,72,-59,27,world,15604565
-200,71,-70,27,world,15604601
-200,68,-85,27,world,15604654
-199,68,-90,27,world,15604754
-197,82,-87,27,world,15604904
-199,83,-86,27,world,15605244
-200,83,-87,27,world,15605486
-195,83,-85,27,world,15606071
-196,83,-85,27,world,15606311
-199,84,-85,27,world,15606467
-196,83,-85,27,world,15608242
-199,69,-88,27,world,15608342
-204,67,-98,27,world,15608388
-200,64,-107,27,world,15608865
-190,64,-115,27,world,15608945
-190,65,-116,27,world,15609522
-192,63,-118,27,world,15609893
-192,63,-113,27,world,15610356
-204,64,-106,27,world,15610415
-215,65,-107,27,world,15610467
-217,76,-110,27,world,15610613
-223,71,-120,27,world,15610658
-220,75,-127,27,world,15610767
-220,70,-131,27,world,15610821
-226,59,-136,27,world,15610861
-236,60,-139,27,world,15610943
-252,60,-143,27,world,15611028
-257,63,-154,27,world,15611096
-252,63,-172,27,world,15611172
-246,63,-187,27,world,15611284
-250,63,-204,27,world,15611351
-257,63,-219,27,world,15611417
-261,63,-232,27,world,15611488
-263,63,-238,27,world,15611578
-266,63,-255,27,world,15611671
-270,63,-271,27,world,15611732
-273,63,-288,27,world,15611796
-279,63,-305,27,world,15611865
-284,65,-318,27,world,15611933
-288,62,-319,27,world,15612152
-289,63,-321,27,world,15612403
-282,60,-322,27,world,15612499
-289,65,-323,27,world,15612686
-291,67,-321,27,world,15613176
-288,63,-328,27,world,15613544
-277,63,-319,27,world,15613598
-264,63,-309,27,world,15613658
-259,63,-304,27,world,15613686
-253,63,-298,27,world,15613716
-238,63,-286,27,world,15613790
-220,63,-286,27,world,15613868
-212,63,-286,27,world,15613948
-191,63,-286,27,world,15614025
