x,y,z,player,worldName,time
-322,70,204,38,world,23222824
-98,66,-2,38,world,23223022
-109,65,4,38,world,23223062
-115,65,7,38,world,23223079
-122,65,7,38,world,23223098
-129,63,7,38,world,23223122
-153,63,5,38,world,23223782
-159,64,-2,38,world,23223816
-162,67,-8,38,world,23223871
-169,67,-11,38,world,23223922
-176,67,-12,38,world,23223967
-177,66,-9,38,world,23224022
-186,63,8,38,world,23224480
-191,64,0,38,world,23224529
-180,64,0,38,world,23224757
-161,63,-2,38,world,23224822
-150,64,-2,38,world,23224856
-134,63,-1,38,world,23225019
-119,64,4,38,world,23225120
-110,65,3,38,world,23225150
-98,66,1,38,world,23225195
-91,67,3,38,world,23225219
-73,66,8,38,world,23225584
-63,66,5,38,world,23225636
-65,67,1,38,world,23225750
-74,66,0,38,world,23225831
-74,66,-1,38,world,23226031
-84,66,-3,38,world,23226064
-88,68,-22,38,world,23226142
-77,67,-23,38,world,23226186
-71,67,-18,38,world,23226212
-63,66,-14,38,world,23226242
-60,67,-2,38,world,23226282
-63,67,3,38,world,23226390
-70,67,8,38,world,23226415
-79,66,20,38,world,23226526
-99,66,19,38,world,23226763
-109,64,19,38,world,23226793
-121,64,18,38,world,23226829
-130,63,11,38,world,23226867
-134,64,7,38,world,23227673
-121,64,12,38,world,23227715
-111,64,18,38,world,23227750
-103,65,22,38,world,23227789
-96,66,19,38,world,23227827
-81,66,2,38,world,23227901
-78,67,-1,38,world,23227951
-79,66,11,38,world,23228076
-75,67,22,38,world,23228153
-73,67,9,38,world,23228530
-80,66,3,38,world,23228575
-90,66,0,38,world,23230236
-99,66,7,38,world,23230311
-105,65,14,38,world,23230340
-114,65,20,38,world,23230372
-123,64,18,38,world,23230466
-129,65,7,38,world,23230505
-135,63,0,38,world,23230548
-146,65,-4,38,world,23230601
-158,65,-7,38,world,23230665
-169,67,-9,38,world,23230729
-176,67,-11,38,world,23230786
-176,67,-6,38,world,23231140
-176,66,-14,38,world,23231242
-177,61,-21,38,world,23231330
-185,59,-19,38,world,23231650
-180,62,-7,38,world,23231719
-169,65,-1,38,world,23231781
-159,65,-7,38,world,23231824
-152,64,-6,38,world,23231872
-141,65,-3,38,world,23231936
-121,64,8,38,world,23232037
-111,65,11,38,world,23232066
-95,66,12,38,world,23232111
-94,67,11,38,world,23232697
-107,65,16,38,world,23232737
-120,64,20,38,world,23232778
-135,63,24,38,world,23232854
-149,63,31,38,world,23232927
-157,64,42,38,world,23232979
-170,63,46,38,world,23233019
-183,66,44,38,world,23233067
-195,67,42,38,world,23233108
-204,66,47,38,world,23233140
-211,65,51,38,world,23233258
-217,64,53,38,world,23233283
-232,71,65,38,world,23233837
-258,75,94,38,world,23234043
-267,74,95,38,world,23234118
-268,74,97,38,world,23234580
-274,73,108,38,world,23234638
-280,76,121,38,world,23234723
-281,77,133,38,world,23234797
-292,78,143,38,world,23234869
-300,84,150,38,world,23234947
-305,85,148,38,world,23235857
-310,84,159,38,world,23236216
-324,84,157,38,world,23236313
-328,85,166,38,world,23236390
-327,86,179,38,world,23237013
-329,86,177,38,world,23237198
-339,86,172,38,world,23237273
-340,80,179,38,world,23237343
-344,74,178,38,world,23237430
-341,65,184,38,world,23237487
-347,64,181,38,world,23237619
-358,65,181,38,world,23237714
-345,65,180,38,world,23237779
-345,65,181,38,world,23238401
-361,64,180,38,world,23238747
-370,67,174,38,world,23238839
-381,67,169,38,world,23239007
-385,70,159,38,world,23239070
-387,69,158,38,world,23239528
-394,68,165,38,world,23239646
-401,72,174,38,world,23239723
-412,74,178,38,world,23239809
-423,76,184,38,world,23239877
-434,71,189,38,world,23240266
-442,71,195,38,world,23240331
-451,66,195,38,world,23240392
-458,63,205,38,world,23240466
-467,60,209,38,world,23240554
-469,61,210,38,world,23240773
-470,60,218,38,world,23241632
-476,59,225,38,world,23241984
-473,50,223,38,world,23242076
-91,67,-5,38,world,23242207
-102,66,1,38,world,23242255
-114,64,7,38,world,23242335
-126,64,11,38,world,23242372
-137,63,16,38,world,23242408
-149,63,21,38,world,23242445
-161,64,29,38,world,23242654
-171,64,38,38,world,23242852
-184,66,44,38,world,23242909
-195,66,53,38,world,23242954
-206,65,53,38,world,23242988
-218,66,47,38,world,23243032
-225,70,44,38,world,23243095
-236,72,52,38,world,23243159
-248,72,61,38,world,23243209
-250,70,75,38,world,23243321
-256,73,83,38,world,23243375
-261,75,96,38,world,23243439
-271,74,105,38,world,23243481
-281,74,114,38,world,23243519
-290,76,124,38,world,23243563
-298,78,133,38,world,23243610
-302,83,141,38,world,23243672
-308,84,152,38,world,23243734
-314,84,160,38,world,23243791
-324,84,163,38,world,23243877
-337,86,172,38,world,23243935
-349,81,174,38,world,23244014
-355,74,168,38,world,23244073
-363,61,167,38,world,23244120
-372,67,170,38,world,23244193
-381,70,178,38,world,23244239
-391,71,182,38,world,23244294
-403,71,184,38,world,23244355
-398,70,196,38,world,23244427
-401,74,204,38,world,23244508
-411,75,209,38,world,23244578
-421,72,215,38,world,23244618
-432,72,219,38,world,23244683
-442,70,214,38,world,23244724
-450,63,207,38,world,23244767
-461,61,208,38,world,23244820
-469,61,214,38,world,23244908
-476,58,217,38,world,23244994
-475,55,211,38,world,23245121
-473,48,209,38,world,23245231
-473,50,221,38,world,23245277
-480,54,222,38,world,23245369
-482,54,222,38,world,23245440
-475,54,226,38,world,23245861
-467,59,232,38,world,23245958
-466,53,228,38,world,23246028
-470,56,228,38,world,23246293
-475,51,222,38,world,23246353
-471,49,212,38,world,23246519
-473,44,213,38,world,23246731
-473,44,216,38,world,23247208
-473,42,213,38,world,23247862
-474,43,215,38,world,23247942
-480,43,221,38,world,23249994
-480,43,221,38,world,23251145
-477,45,214,38,world,23251223
-479,45,213,38,world,23251304
-474,48,208,38,world,23251412
-470,49,211,38,world,23251699
-472,45,205,38,world,23252020
-474,38,205,38,world,23252393
-476,31,208,38,world,23252526
-477,31,207,38,world,23252624
-476,31,207,38,world,23252701
-475,29,212,38,world,23252804
-481,32,211,38,world,23252975
-485,29,224,38,world,23253081
-475,30,225,38,world,23253224
-479,30,221,38,world,23253358
-482,31,209,38,world,23253553
-477,30,209,38,world,23253822
-477,34,203,38,world,23253981
-470,40,201,38,world,23254109
-472,43,203,38,world,23254531
-470,49,210,38,world,23254635
-471,48,206,38,world,23255493
-470,48,208,38,world,23255683
-473,48,210,38,world,23258306
-471,49,212,38,world,23258428
-472,50,217,38,world,23258544
-472,48,209,38,world,23258593
-470,49,216,38,world,23259227
-473,48,209,38,world,23259433
-472,44,203,38,world,23260547
-474,36,202,38,world,23260617
-481,36,200,38,world,23260704
-485,39,204,38,world,23260817
-484,45,212,38,world,23260873
-473,44,218,38,world,23260947
-465,39,220,38,world,23261297
-464,39,219,38,world,23261340
-465,39,220,38,world,23261537
-463,39,220,38,world,23261740
-475,36,213,38,world,23261847
-474,36,209,38,world,23262283
-472,39,202,38,world,23262451
-472,40,203,38,world,23262529
-476,52,225,38,world,23262913
-470,56,229,38,world,23263083
-473,56,228,38,world,23263103
-473,56,226,38,world,23263128
-477,52,225,38,world,23263149
-489,54,220,38,world,23263238
-485,54,220,38,world,23263367
-480,55,223,38,world,23263387
-453,64,232,38,world,23264793
-444,65,234,38,world,23265192
-437,64,239,38,world,23265220
-432,65,245,38,world,23265254
-428,68,248,38,world,23265286
-423,67,249,38,world,23265318
-416,65,248,38,world,23265343
-398,63,249,38,world,23265412
-383,66,244,38,world,23265474
-370,64,241,38,world,23265527
-364,63,231,38,world,23265641
-364,66,214,38,world,23265694
-353,68,209,38,world,23265757
-339,68,205,38,world,23265809
-328,73,207,38,world,23265899
-317,70,199,38,world,23265959
-307,71,189,38,world,23266005
-294,71,179,38,world,23266063
-285,70,171,38,world,23266105
-280,70,160,38,world,23266141
-278,75,146,38,world,23266194
-270,70,139,38,world,23266261
-272,74,135,38,world,23266339
-271,75,126,38,world,23266394
-262,75,119,38,world,23266428
-252,74,108,38,world,23266478
-254,73,97,38,world,23266523
-250,75,86,38,world,23266583
-241,72,76,38,world,23266641
-234,71,64,38,world,23266693
-227,66,55,38,world,23266742
-216,67,47,38,world,23266784
-206,67,41,38,world,23266842
-192,66,42,38,world,23266885
-176,63,42,38,world,23266938
-165,64,34,38,world,23267082
-151,63,28,38,world,23267134
-138,63,25,38,world,23267375
-123,65,23,38,world,23267422
-109,66,24,38,world,23267466
-100,66,17,38,world,23267515
-90,66,7,38,world,23267574
-80,67,1,38,world,23268000
-71,66,7,38,world,23268090
-85,67,10,38,world,23268253
-81,67,-1,38,world,23268728
-78,67,-12,38,world,23268775
-80,66,-17,38,world,23268833
-69,67,-9,38,world,23268962
-69,67,3,38,world,23269001
-88,67,24,38,world,23269258
-101,67,2,38,world,23269476
-101,67,-6,38,world,23269501
-100,67,-15,38,world,23269527
-97,67,-22,38,world,23269557
-90,67,-20,38,world,23269592
-86,66,-11,38,world,23269665
-83,66,0,38,world,23270208
-83,67,-2,38,world,23270506
-92,67,-9,38,world,23270599
-95,68,-19,38,world,23270661
-88,66,-9,38,world,23270703
-87,66,2,38,world,23270810
-95,66,9,38,world,23270945
-90,67,5,38,world,23272528
-81,66,-2,38,world,23273340
-75,66,-3,38,world,23273436
-82,66,-1,38,world,23273586
-96,67,1,38,world,23273649
-93,66,5,38,world,23273753
-82,66,11,38,world,23273793
-70,66,13,38,world,23273837
-60,66,5,38,world,23273876
-54,65,-5,38,world,23273911
-45,64,-15,38,world,23273954
-30,65,-19,38,world,23273998
-21,63,-21,38,world,23274046
-32,64,-21,38,world,23274086
-38,66,-35,38,world,23274138
-34,65,-47,38,world,23274178
-36,64,-53,38,world,23274220
-50,64,-58,38,world,23274269
-61,65,-55,38,world,23274327
-70,65,-44,38,world,23274369
-78,65,-33,38,world,23274408
-89,65,-26,38,world,23274448
-102,64,-21,38,world,23274489
-111,63,-10,38,world,23274548
-120,63,-2,38,world,23274584
-136,63,-2,38,world,23274632
-151,65,-3,38,world,23274682
-159,64,-3,38,world,23275403
-158,65,-3,38,world,23275511
-151,64,-3,38,world,23277273
-155,64,-3,38,world,23278246
-146,63,0,38,world,23278303
-155,64,0,38,world,23279411
-159,67,-9,38,world,23279528
-159,67,-8,38,world,23279588
-152,65,-1,38,world,23279630
-158,65,-1,38,world,23279695
-164,67,-7,38,world,23279769
-160,66,-8,38,world,23280019
-155,64,0,38,world,23280077
-149,65,-3,38,world,23280136
-145,64,-10,38,world,23280197
-148,63,5,38,world,23280293
-156,64,-1,38,world,23280362
-162,63,1,38,world,23280457
-162,63,1,38,world,23280611
-156,65,-7,38,world,23281004
-154,64,-3,38,world,23281057
-151,65,-2,38,world,23282979
-138,64,-1,38,world,23283017
-124,64,1,38,world,23283059
-109,65,1,38,world,23283106
-96,67,0,38,world,23283157
-87,66,1,38,world,23283203
-82,66,-2,38,world,23291566
-85,67,1,38,world,23291660
-116,64,1,38,world,23291769
-145,63,0,38,world,23291877
-150,64,5,38,world,23291907
-168,64,1,38,world,23292006
-203,64,3,38,world,23292121
-212,63,2,38,world,23292148
-220,63,3,38,world,23292181
-227,63,5,38,world,23292339
-4427,67,1147,38,world,23296146
-4418,67,1142,38,world,23296921
-4407,63,1132,38,world,23297005
-4399,63,1124,38,world,23297073
-4374,65,1120,38,world,23297224
-4372,65,1109,38,world,23297314
-4354,65,1096,38,world,23297507
-4348,67,1091,38,world,23297544
-4343,67,1085,38,world,23297583
-4341,66,1079,38,world,23297728
-4341,66,1079,38,world,23298071
-4343,67,1080,38,world,23298181
-4343,68,1078,38,world,23298222
-4360,66,1092,38,world,23298335
-4364,66,1095,38,world,23298365
-4369,68,1100,38,world,23298400
-4376,66,1106,38,world,23298490
-4374,66,1105,38,world,23299169
-4354,64,1112,38,world,23299559
-4353,66,1097,38,world,23299630
-4352,67,1088,38,world,23299694
-4340,66,1083,38,world,23299769
-4317,69,1084,38,world,23299989
-4302,59,1081,38,world,23300292
-4298,56,1087,38,world,23300347
-4298,56,1086,38,world,23301153
-4295,56,1083,38,world,23301212
-4297,56,1080,38,world,23301373
-4305,61,1082,38,world,23301438
-4318,65,1084,38,world,23301518
-4322,71,1082,38,world,23301624
-4331,69,1082,38,world,23301666
-4335,69,1077,38,world,23301706
-4338,69,1076,38,world,23301736
-4341,66,1076,38,world,23301767
-4337,67,1085,38,world,23301819
-4333,66,1091,38,world,23302041
-4339,68,1072,38,world,23302137
-4337,69,1058,38,world,23302208
-4332,70,1029,38,world,23302374
-4322,79,1026,38,world,23302427
-4316,85,1027,38,world,23302460
-4309,85,1033,38,world,23302503
-4300,85,1036,38,world,23302556
-4298,85,1034,38,world,23302633
-4300,85,1031,38,world,23302681
-4300,86,1031,38,world,23302803
-4301,85,1032,38,world,23302909
-4298,85,1033,38,world,23303009
-4304,85,1036,38,world,23303065
-4304,85,1036,38,world,23303173
-4300,85,1032,38,world,23303210
-4300,85,1032,38,world,23303252
-4316,85,1027,38,world,23303381
-4329,73,1026,38,world,23303453
-4331,69,1030,38,world,23303482
-4332,66,1045,38,world,23303651
-4337,70,1054,38,world,23303745
-4339,71,1058,38,world,23303890
-4338,71,1062,38,world,23303914
-4344,67,1078,38,world,23304009
-4346,66,1083,38,world,23304036
-4341,68,1084,38,world,23304065
-4337,65,1094,38,world,23304128
-4336,66,1108,38,world,23304198
-4336,65,1116,38,world,23304235
-4337,66,1127,38,world,23304288
-4346,66,1140,38,world,23304382
-4346,67,1146,38,world,23304441
-4348,64,1134,38,world,23304512
-4345,66,1137,38,world,23304774
-4336,66,1128,38,world,23304843
-4336,66,1102,38,world,23304965
-4350,68,1091,38,world,23305110
-4369,68,1101,38,world,23305224
-4371,66,1112,38,world,23305282
-4372,63,1118,38,world,23305311
-4373,63,1126,38,world,23305349
-4374,64,1156,38,world,23305489
-4361,73,1201,38,world,23305736
-4356,70,1208,38,world,23305781
-4349,67,1217,38,world,23305838
-4345,64,1219,38,world,23305862
-4339,62,1229,38,world,23305919
-4334,64,1235,38,world,23305960
-4327,65,1241,38,world,23306014
-4320,62,1248,38,world,23306066
-4319,63,1255,38,world,23306132
-4319,63,1255,38,world,23306199
-4318,63,1267,38,world,23306321
-4311,63,1271,38,world,23306386
-4309,63,1271,38,world,23306426
-4310,63,1278,38,world,23306470
-4304,64,1276,38,world,23306519
-4298,63,1272,38,world,23306667
-4302,63,1269,38,world,23306761
-4303,63,1275,38,world,23306854
-4303,63,1274,38,world,23306910
-4304,63,1272,38,world,23306945
-4301,63,1278,38,world,23307032
-4316,63,1267,38,world,23307137
-4322,63,1247,38,world,23307268
-4326,63,1243,38,world,23307294
-4336,63,1230,38,world,23307371
-4342,63,1221,38,world,23307422
-4350,68,1215,38,world,23307492
-4353,70,1212,38,world,23307514
-4356,71,1207,38,world,23307542
-4360,74,1202,38,world,23307576
-4364,74,1190,38,world,23307638
-4374,65,1168,38,world,23307761
-4376,66,1165,38,world,23307784
-4373,63,1132,38,world,23307941
-4371,63,1119,38,world,23308009
-4362,64,1106,38,world,23308225
-4367,65,1109,38,world,23308271
-4358,65,1109,38,world,23308690
-4353,67,1089,38,world,23308797
-4351,68,1074,38,world,23308881
-4353,70,1063,38,world,23308939
-4357,70,1056,38,world,23308978
-4353,67,1044,38,world,23309048
-4350,66,1037,38,world,23309309
-4354,68,1042,38,world,23309384
-4365,70,1063,38,world,23309510
-4364,72,1070,38,world,23309548
-4360,71,1074,38,world,23309574
-4353,67,1091,38,world,23309674
-4361,66,1100,38,world,23309744
-4369,67,1099,38,world,23309793
-4376,67,1105,38,world,23309860
-4375,67,1107,38,world,23310521
-4371,68,1100,38,world,23310599
-4367,68,1090,38,world,23310660
-4360,68,1085,38,world,23310757
-4361,67,1092,38,world,23310808
-4370,68,1091,38,world,23310885
-4379,71,1088,38,world,23310966
-4378,68,1101,38,world,23311149
-4381,67,1108,38,world,23311220
-4378,67,1104,38,world,23311473
-4376,70,1108,38,world,23311726
-4376,62,1105,38,world,23312088
-4376,61,1108,38,world,23312366
-4378,66,1106,38,world,23313225
-4374,69,1103,38,world,23313251
-4368,67,1099,38,world,23313272
-4357,66,1090,38,world,23313317
-4344,67,1080,38,world,23313387
-4339,68,1076,38,world,23313419
-4334,68,1079,38,world,23313446
-4337,68,1082,38,world,23313527
-4330,69,1083,38,world,23313548
-4322,70,1083,38,world,23313584
-4298,56,1085,38,world,23313826
-4296,56,1087,38,world,23314281
-4296,56,1081,38,world,23314311
-4295,56,1090,38,world,23314767
-4294,56,1083,38,world,23314931
-3670,68,1081,38,world,23316741
-3667,66,1080,38,world,23316786
-3662,69,1073,38,world,23316850
-3650,68,1073,38,world,23316924
-3644,68,1048,38,world,23317094
-3649,68,1042,38,world,23317124
-3653,68,1042,38,world,23317175
-3640,67,1054,38,world,23317362
-3639,67,1056,38,world,23317446
-3633,67,1055,38,world,23317494
-3631,67,1053,38,world,23317560
-3640,67,1053,38,world,23317637
-3640,67,1056,38,world,23317720
-3640,67,1059,38,world,23317772
-3637,67,1063,38,world,23317855
-3639,67,1065,38,world,23317888
-3631,68,1060,38,world,23317925
-3630,68,1051,38,world,23317960
-3637,67,1050,38,world,23318011
-3642,67,1074,38,world,23318181
-3656,68,1075,38,world,23318235
-3664,67,1078,38,world,23318263
-3673,58,1083,38,world,23318347
-3672,61,1081,38,world,23318515
-3664,67,1077,38,world,23318739
-3665,67,1075,38,world,23318983
-3666,67,1080,38,world,23319096
-4294,56,1083,38,world,23320895
-4307,62,1082,38,world,23320964
-4316,61,1082,38,world,23320998
-4322,70,1082,38,world,23321142
-4327,70,1083,38,world,23321172
-4341,67,1085,38,world,23321226
-4348,68,1090,38,world,23321251
-4351,66,1096,38,world,23321271
-4354,64,1107,38,world,23321307
-4356,64,1120,38,world,23321573
-4358,63,1117,38,world,23321828
-4364,64,1113,38,world,23321855
-4376,66,1107,38,world,23321903
-4377,67,1105,38,world,23328110
-4369,67,1104,38,world,23328173
-4372,64,1114,38,world,23328228
-4382,64,1116,38,world,23328293
-4383,64,1120,38,world,23328487
-4377,64,1119,38,world,23328513
-4376,64,1124,38,world,23328535
-4380,65,1127,38,world,23328615
-4389,65,1126,38,world,23328661
-4401,65,1126,38,world,23328718
-4410,65,1134,38,world,23328764
-4423,67,1143,38,world,23328816
-637,53,122,38,world,23330640
-644,54,125,38,world,23330771
-637,53,125,38,world,23330904
-636,53,126,38,world,23331422
-635,53,122,38,world,23331479
-635,41,138,38,world,23331620
-635,50,127,38,world,23331681
-630,52,125,38,world,23331767
-624,50,130,38,world,23331805
-625,50,130,38,world,23331841
-616,38,106,38,world,23332140
-617,39,110,38,world,23332185
-614,42,114,38,world,23332225
-617,48,124,38,world,23332306
-620,50,125,38,world,23332339
-636,53,123,38,world,23332459
-635,53,123,38,world,23332720
340,35,1448,38,world,23334551
-33,67,2038,38,world,23335741
-30,67,2036,38,world,23335908
-12,66,2036,38,world,23336093
-7,64,2036,38,world,23336160
-7,64,2035,38,world,23336229
-23,67,2037,38,world,23336324
-26,67,2036,38,world,23336514
-32,48,2015,38,world,23336768
-32,33,1999,38,world,23336877
-48,11,1976,38,world,23337132
-68,11,1972,38,world,23337202
-66,11,1978,38,world,23337249
-37,11,1978,38,world,23337482
-32,13,1980,38,world,23337510
-32,18,1986,38,world,23337534
-32,24,1991,38,world,23337561
-32,47,2014,38,world,23337679
-32,59,2026,38,world,23337749
-33,67,2036,38,world,23337821
-32,69,2047,38,world,23337974
-30,69,2046,38,world,23338393
-32,69,2047,38,world,23338616
340,35,1438,38,world,23340233
-4364,67,1095,38,world,23341447
-4353,69,1081,38,world,23341504
-4363,70,1075,38,world,23341559
-4378,73,1075,38,world,23341635
-4370,72,1076,38,world,23341729
-4362,68,1082,38,world,23341935
-4377,72,1083,38,world,23342070
-4381,74,1089,38,world,23342178
-4386,74,1086,38,world,23342248
-4386,75,1083,38,world,23342301
-4382,70,1091,38,world,23342437
-4374,70,1088,38,world,23342479
-4355,68,1084,38,world,23342547
-4347,66,1084,38,world,23342578
-4353,66,1092,38,world,23342612
-4355,66,1091,38,world,23342721
-4355,68,1091,38,world,23342818
-4346,69,1093,38,world,23342872
-4352,67,1086,38,world,23342943
-4347,67,1085,38,world,23343049
-4342,68,1081,38,world,23343071
-4339,67,1071,38,world,23343146
-4339,69,1062,38,world,23343172
-4336,69,1064,38,world,23343398
-4338,70,1057,38,world,23343420
-4333,68,1053,38,world,23343443
-4339,69,1056,38,world,23343503
-4336,69,1067,38,world,23343557
-4335,69,1070,38,world,23343677
-4332,70,1067,38,world,23343821
-4324,72,1068,38,world,23343872
-4335,69,1067,38,world,23343913
-4333,69,1078,38,world,23343953
-4339,66,1083,38,world,23344118
-4348,68,1076,38,world,23344160
-4338,70,1068,38,world,23344209
-4335,69,1076,38,world,23344257
-4334,68,1083,38,world,23344304
-4333,69,1068,38,world,23344392
-4328,71,1066,38,world,23344432
-4331,70,1068,38,world,23344460
-4336,70,1063,38,world,23344482
-4336,70,1056,38,world,23344536
-4328,71,1063,38,world,23344601
-4336,70,1055,38,world,23344679
-4333,64,1036,38,world,23344762
-4328,74,1026,38,world,23344811
-4322,79,1026,38,world,23344836
-4298,86,1031,38,world,23344954
-4303,85,1021,38,world,23345015
-4297,85,1023,38,world,23345103
-4292,85,1021,38,world,23345183
-4299,86,1028,38,world,23345261
-4303,85,1022,38,world,23345345
-4290,86,1037,38,world,23345630
-4295,83,1039,38,world,23345690
-4304,88,1034,38,world,23345846
-4292,86,1035,38,world,23345956
-4292,87,1034,38,world,23346191
-4306,85,1035,38,world,23346364
-4303,85,1036,38,world,23346443
-4298,85,1029,38,world,23346652
-4292,86,1036,38,world,23346714
-4290,91,1031,38,world,23346840
-4290,84,1038,38,world,23346990
-4304,85,1036,38,world,23347099
-4294,85,1036,38,world,23347287
-4309,85,1036,38,world,23347403
-4295,85,1034,38,world,23347535
-4297,82,1041,38,world,23347785
-4301,83,1041,38,world,23348137
-4293,86,1035,38,world,23348201
-4289,85,1036,38,world,23348257
-4302,86,1036,38,world,23348372
-4304,87,1034,38,world,23348397
-4298,85,1024,38,world,23348472
-4298,84,1020,38,world,23348543
-4290,85,1034,38,world,23348677
-4294,85,1036,38,world,23348740
-4303,86,1035,38,world,23348803
-4298,85,1029,38,world,23348828
-4294,85,1022,38,world,23348954
-4299,86,1028,38,world,23349107
-4305,86,1036,38,world,23349142
-4302,85,1036,38,world,23349210
-4291,85,1037,38,world,23349246
-4302,85,1035,38,world,23349323
-4302,85,1035,38,world,23349368
-4298,85,1025,38,world,23349407
-4299,86,1026,38,world,23349458
-4303,86,1035,38,world,23349494
-4305,86,1035,38,world,23349595
-4298,85,1025,38,world,23349753
-4297,85,1022,38,world,23349840
-4301,86,1034,38,world,23349883
-4303,88,1034,38,world,23350040
-4294,85,1036,38,world,23350089
-4292,88,1033,38,world,23350122
-4292,86,1035,38,world,23350316
-4301,85,1036,38,world,23350355
-4309,86,1036,38,world,23350383
-4302,86,1035,38,world,23350436
-4298,86,1034,38,world,23350480
-4304,88,1034,38,world,23350579
-4305,91,1030,38,world,23350625
-4301,85,1037,38,world,23350679
-4292,86,1035,38,world,23350728
-4291,90,1031,38,world,23350788
-4288,89,1033,38,world,23350819
-4289,85,1036,38,world,23350886
-4299,85,1028,38,world,23351093
-4304,86,1036,38,world,23351158
-4307,90,1032,38,world,23351231
-4307,85,1036,38,world,23351376
-4306,84,1039,38,world,23351442
-4304,89,1032,38,world,23351709
-4309,86,1035,38,world,23351763
-4308,87,1035,38,world,23351837
-4304,90,1031,38,world,23351972
-4308,89,1032,38,world,23352045
-4303,89,1033,38,world,23352151
-4294,86,1035,38,world,23352211
-4288,87,1035,38,world,23352304
-4299,86,1035,38,world,23352411
-4311,84,1034,38,world,23352707
-4317,86,1024,38,world,23352767
-4314,86,1026,38,world,23352814
-4307,85,1037,38,world,23352857
-4296,86,1034,38,world,23352915
-4289,86,1035,38,world,23352959
-4294,86,1034,38,world,23353028
-4306,85,1036,38,world,23353080
