block,x,y,z,player,worldName,time
NETHERRACK,19,31,184,8,world_nether,16533495
NETHERRACK,18,25,185,8,world_nether,16533878
NETHERRACK,20,25,185,8,world_nether,16534251
NETHERRACK,20,25,185,8,world_nether,16534468
NETHERRACK,23,29,186,8,world_nether,16535101
MAGMA_BLOCK,31,35,190,8,world_nether,16536655
NETHERRACK,34,35,186,8,world_nether,16536926
MAGMA_BLOCK,19,35,208,8,world_nether,16538269
MAGMA_BLOCK,19,35,209,8,world_nether,16538310
MAGMA_BLOCK,22,33,209,8,world_nether,16538418
MAGMA_BLOCK,22,33,209,8,world_nether,16538461
MAGMA_BLOCK,23,33,210,8,world_nether,16538524
NETHERRACK,23,33,210,8,world_nether,16538551
NETHERRACK,38,35,212,8,world_nether,16538876
NETHERRACK,42,35,210,8,world_nether,16539098
NETHERRACK,44,35,209,8,world_nether,16539228
