block,x,y,z,player,worldName,time
NETHERRACK,1008,80,666,7,world_nether,16410206
NETHERRACK,967,53,947,7,world_nether,16413697
NETHERRACK,970,53,947,7,world_nether,16413719
NETHERRACK,974,53,947,7,world_nether,16413744
NETHERRACK,677,36,881,7,world_nether,16442188
NETHERRACK,676,36,882,7,world_nether,16442232
NETHERRACK,676,36,882,7,world_nether,16442279
NETHERRACK,674,36,888,7,world_nether,16442367
NETHERRACK,394,32,935,7,world_nether,16444884
NETHERRACK,386,31,935,7,world_nether,16444980
NETHER_QUARTZ_ORE,382,32,935,7,world_nether,16445089
NETHERRACK,371,32,929,7,world_nether,16445200
NETHERRACK,362,31,929,7,world_nether,16445271
MAGMA_BLOCK,354,31,929,7,world_nether,16445320
NETHERRACK,345,31,929,7,world_nether,16445404
NETHERRACK,335,32,929,7,world_nether,16445469
NETHERRACK,335,33,930,7,world_nether,16445520
NETHERRACK,330,36,931,7,world_nether,16445587
NETHERRACK,324,38,931,7,world_nether,16445645
NETHERRACK,315,39,931,7,world_nether,16445695
NETHERRACK,305,39,931,7,world_nether,16445733
NETHERRACK,295,39,931,7,world_nether,16445770
NETHERRACK,286,41,930,7,world_nether,16445843
NETHERRACK,66,38,517,7,world_nether,16449133
NETHERRACK,66,37,510,7,world_nether,16449170
NETHERRACK,66,36,497,7,world_nether,16449242
NETHERRACK,66,35,490,7,world_nether,16449275
NETHERRACK,66,35,481,7,world_nether,16449308
NETHERRACK,66,35,471,7,world_nether,16449346
NETHERRACK,66,35,461,7,world_nether,16449399
NETHERRACK,66,35,451,7,world_nether,16449438
NETHERRACK,66,35,441,7,world_nether,16449476
NETHERRACK,66,35,435,7,world_nether,16449540
NETHERRACK,64,37,432,7,world_nether,16449619
NETHERRACK,64,40,426,7,world_nether,16449681
NETHERRACK,64,41,418,7,world_nether,16449740
NETHERRACK,64,41,409,7,world_nether,16449787
NETHERRACK,64,43,400,7,world_nether,16449870
NETHERRACK,64,43,390,7,world_nether,16449905
NETHERRACK,64,43,347,7,world_nether,16450445
NETHERRACK,64,43,339,7,world_nether,16450482
NETHERRACK,63,45,337,7,world_nether,16450693
NETHERRACK,64,40,315,7,world_nether,16450829
NETHERRACK,64,40,306,7,world_nether,16450879
NETHERRACK,64,40,296,7,world_nether,16450915
NETHERRACK,64,40,286,7,world_nether,16450950
NETHERRACK,64,40,276,7,world_nether,16450986
NETHERRACK,64,40,266,7,world_nether,16451023
NETHERRACK,64,40,256,7,world_nether,16451059
NETHERRACK,64,40,246,7,world_nether,16451094
NETHERRACK,64,40,237,7,world_nether,16451143
NETHERRACK,-4,100,-4,7,world_nether,18054453
BASALT,-4,80,-4,7,world_nether,18054594
NETHERRACK,-4,61,-4,7,world_nether,18054815
NETHERRACK,-5,44,-3,7,world_nether,18058610
NETHERRACK,-5,58,-5,7,world_nether,18058896
BASALT,-84,99,49,7,world_nether,18099790
BASALT,-85,102,46,7,world_nether,18099931
BASALT,-85,104,44,7,world_nether,18100564
BASALT,-85,104,33,7,world_nether,18101328
BASALT,-85,104,28,7,world_nether,18101810
BLACKSTONE,-84,105,26,7,world_nether,18102116
BLACKSTONE,-80,108,26,7,world_nether,18102901
BASALT,-80,109,20,7,world_nether,18103108
BASALT,-80,110,17,7,world_nether,18103843
NETHERRACK,-78,110,14,7,world_nether,18103941
CRIMSON_NYLIUM,1020,41,563,7,world_nether,18122063
NETHERRACK,1027,55,568,7,world_nether,18122347
CRIMSON_ROOTS,1027,41,567,7,world_nether,18122487
NETHERRACK,1029,41,567,7,world_nether,18122510
NETHERRACK,994,71,668,7,world_nether,18125385
NETHERRACK,995,70,666,7,world_nether,18125426
NETHERRACK,995,70,663,7,world_nether,18125457
NETHERRACK,997,70,664,7,world_nether,18125490
NETHERRACK,1000,70,664,7,world_nether,18125524
NETHERRACK,1002,70,663,7,world_nether,18125545
NETHERRACK,1001,70,661,7,world_nether,18125579
NETHERRACK,1000,70,657,7,world_nether,18125674
NETHERRACK,1001,70,657,7,world_nether,18125700
NETHER_BRICKS,996,70,674,7,world_nether,18126653
NETHER_BRICKS,992,70,673,7,world_nether,18127003
